entry_id,symbol,direction,signal_index,signal_time,signal_datetime,entry_index,entry_time,entry_datetime,entry_price,exit_index,exit_time,exit_datetime,exit_price,duration_bars,peak_favorable_price,max_adverse_price,max_roe_pct,max_stoploss_pct,net_pnl_pct,label
75,ETHUSDT,SELL,16088,1775100600000,2026-04-02 03:30:00,16089,1775101500000,2026-04-02 03:45:00,2052.97,16361,1775347200000,2026-04-05 00:00:00,2064.43,273,2015.55,2084.02,1.823,1.512,-0.558,lose
76,ETHUSDT,BUY,16361,1775346300000,2026-04-04 23:45:00,16362,1775347200000,2026-04-05 00:00:00,2064.43,16392,1775375100000,2026-04-05 07:45:00,2035.02,31,2064.6,2026.32,0.008,1.846,-1.425,lose
77,ETHUSDT,SELL,16392,1775374200000,2026-04-05 07:30:00,16393,1775375100000,2026-04-05 07:45:00,2035.02,16454,1775430900000,2026-04-05 23:15:00,2096.4,62,2020.61,2096.78,0.708,3.035,-3.016,lose
78,ETHUSDT,BUY,16454,1775430000000,2026-04-05 23:00:00,16455,1775430900000,2026-04-05 23:15:00,2096.4,16568,1775533500000,2026-04-07 03:45:00,2107.99,114,2174.41,2086.29,3.721,0.482,0.553,win
79,ETHUSDT,SELL,16568,1775532600000,2026-04-07 03:30:00,16569,1775533500000,2026-04-07 03:45:00,2107.99,16644,1775601900000,2026-04-07 22:45:00,2177.01,76,2058.01,2191.81,2.371,3.976,-3.274,win
80,ETHUSDT,BUY,16644,1775601000000,2026-04-07 22:30:00,16645,1775601900000,2026-04-07 22:45:00,2177.01,16777,1775721600000,2026-04-09 08:00:00,2179.97,133,2273.0,2160.0,4.409,0.781,0.136,win
81,ETHUSDT,SELL,16777,1775720700000,2026-04-09 07:45:00,16778,1775721600000,2026-04-09 08:00:00,2179.97,16897,1775829600000,2026-04-10 14:00:00,2221.64,120,2156.0,2246.15,1.1,3.036,-1.911,lose
82,ETHUSDT,BUY,16897,1775828700000,2026-04-10 13:45:00,16898,1775829600000,2026-04-10 14:00:00,2221.64,17045,1775962800000,2026-04-12 03:00:00,2222.26,148,2329.99,2205.52,4.877,0.726,0.028,win
83,ETHUSDT,SELL,17045,1775961900000,2026-04-12 02:45:00,17046,1775962800000,2026-04-12 03:00:00,2222.26,17207,1776108600000,2026-04-13 19:30:00,2240.74,162,2173.0,2245.0,2.217,1.023,-0.832,win
84,ETHUSDT,BUY,17207,1776107700000,2026-04-13 19:15:00,17208,1776108600000,2026-04-13 19:30:00,2240.74,17333,1776222000000,2026-04-15 03:00:00,2323.71,126,2416.4,2239.49,7.839,0.056,3.703,win
85,ETHUSDT,SELL,17333,1776221100000,2026-04-15 02:45:00,17334,1776222000000,2026-04-15 03:00:00,2323.71,17424,1776303900000,2026-04-16 01:45:00,2353.64,91,2306.8,2384.67,0.728,2.623,-1.288,lose
86,ETHUSDT,BUY,17424,1776303000000,2026-04-16 01:30:00,17425,1776303900000,2026-04-16 01:45:00,2353.64,17649,1776506400000,2026-04-18 10:00:00,2374.59,225,2463.86,2282.7,4.683,3.014,0.89,win
87,ETHUSDT,SELL,17649,1776505500000,2026-04-18 09:45:00,17650,1776506400000,2026-04-18 10:00:00,2374.59,17882,1776716100000,2026-04-20 20:15:00,2330.51,233,2250.91,2374.66,5.208,0.003,1.856,win
88,ETHUSDT,BUY,17882,1776715200000,2026-04-20 20:00:00,17883,1776716100000,2026-04-20 20:15:00,2330.51,18105,1776916800000,2026-04-23 04:00:00,2339.62,223,2423.0,2280.82,3.969,2.132,0.391,win
89,ETHUSDT,SELL,18105,1776915900000,2026-04-23 03:45:00,18106,1776916800000,2026-04-23 04:00:00,2339.62,18410,1777191300000,2026-04-26 08:15:00,2331.82,305,2283.31,2357.72,2.407,0.774,0.333,win
90,ETHUSDT,BUY,18410,1777190400000,2026-04-26 08:00:00,18411,1777191300000,2026-04-26 08:15:00,2331.82,18501,1777273200000,2026-04-27 07:00:00,2319.4,91,2403.99,2310.09,3.095,0.932,-0.533,win
91,ETHUSDT,SELL,18501,1777272300000,2026-04-27 06:45:00,18502,1777273200000,2026-04-27 07:00:00,2319.4,18688,1777441500000,2026-04-29 05:45:00,2325.64,187,2256.03,2342.15,2.732,0.981,-0.269,win
92,ETHUSDT,BUY,18688,1777440600000,2026-04-29 05:30:00,18689,1777441500000,2026-04-29 05:45:00,2325.64,18733,1777482000000,2026-04-29 17:00:00,2266.22,45,2346.48,2260.66,0.896,2.794,-2.555,lose
93,ETHUSDT,SELL,18733,1777481100000,2026-04-29 16:45:00,18734,1777482000000,2026-04-29 17:00:00,2266.22,18880,1777614300000,2026-05-01 05:45:00,2282.87,147,2218.83,2294.99,2.091,1.27,-0.735,win
94,ETHUSDT,BUY,18880,1777613400000,2026-05-01 05:30:00,18881,1777614300000,2026-05-01 05:45:00,2282.87,19410,1778091300000,2026-05-06 18:15:00,2348.46,530,2422.52,2270.62,6.117,0.537,2.873,win
95,ETHUSDT,SELL,19410,1778090400000,2026-05-06 18:00:00,19411,1778091300000,2026-05-06 18:15:00,2348.46,19641,1778299200000,2026-05-09 04:00:00,2314.24,231,2263.43,2356.03,3.621,0.322,1.457,win
96,ETHUSDT,BUY,19641,1778298300000,2026-05-09 03:45:00,19642,1778299200000,2026-05-09 04:00:00,2314.24,19920,1778550300000,2026-05-12 01:45:00,2307.55,279,2381.88,2292.94,2.923,0.92,-0.289,win
97,ETHUSDT,SELL,19920,1778549400000,2026-05-12 01:30:00,19921,1778550300000,2026-05-12 01:45:00,2307.55,20047,1778664600000,2026-05-13 09:30:00,2317.27,127,2255.15,2321.86,2.271,0.62,-0.421,win
98,ETHUSDT,BUY,20047,1778663700000,2026-05-13 09:15:00,20048,1778664600000,2026-05-13 09:30:00,2317.27,20069,1778684400000,2026-05-13 15:00:00,2266.43,22,2322.68,2248.0,0.233,2.989,-2.194,lose
99,ETHUSDT,SELL,20069,1778683500000,2026-05-13 14:45:00,20070,1778684400000,2026-05-13 15:00:00,2266.43,20173,1778778000000,2026-05-14 17:00:00,2315.13,104,2233.0,2317.81,1.475,2.267,-2.149,lose
100,ETHUSDT,BUY,20173,1778777100000,2026-05-14 16:45:00,20174,1778778000000,2026-05-14 17:00:00,2315.13,20235,1778833800000,2026-05-15 08:30:00,2253.0,62,2318.6,2236.25,0.15,3.407,-2.684,lose
